epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.014668765678054531,1.047625529377755,62.56530424093423,0.1
2,0.005988306088062688,0.5583305605071852,82.62907191149354,0.1
3,0.003452171362486047,0.4064029782699088,87.63060848186846,0.1
4,0.0026502116280118742,0.35583659631017533,89.25553165334972,0.1
5,0.0021628595550243148,0.32404184136276387,90.40027658266749,0.1
6,0.0018114526505342177,0.3043518400514646,90.98417332513829,0.1
7,0.0015218663066049946,0.3030278394027363,91.14935464044254,0.1
8,0.0013175758563805586,0.28746422683818984,91.73325138291334,0.1
9,0.001109485441527017,0.30607248246486596,91.36063306699447,0.1
10,0.0009305771963767037,0.30463596290067874,91.81007990165949,0.1
11,0.0007946683335810058,0.31220559950759974,91.8600184388445,0.1
12,0.0006832411908592592,0.32756174013668876,91.72940995697603,0.1
13,0.0005707076694262315,0.3546617076524431,91.25691456668716,0.1
14,0.0005138307850486162,0.3860601045342406,90.9880147510756,0.1
15,0.0004746309349764617,0.37287619660511734,91.40288875230486,0.1
16,0.0003870899117320328,0.3761640957842301,91.5219729563614,0.1
17,0.00034185553671261024,0.3744270773701823,91.4259373079287,0.1
18,0.00034175359393980205,0.3929477045707492,91.69867854947756,0.1
19,0.0002876366965487522,0.4199989825285646,91.52965580823601,0.1
20,0.00026785039012714254,0.4301977192762078,91.62185003073141,0.1
21,0.00024864428003646744,0.4160434849509888,91.31069452980947,0.1
22,0.0002428928774188574,0.4747806020360383,91.379840196681,0.1
23,0.00020623236756524356,0.473600575142868,91.1762446220037,0.1
24,0.00019011343174212545,0.4641463661311079,91.4758758451137,0.1
25,0.00018707223696745948,0.4835156679299981,91.60264290104487,0.1
26,0.00016763890003292095,0.44524372583821864,91.79855562384758,0.1
27,0.0001771800506699121,0.46217483820619215,91.57575291948372,0.1
28,0.00015103384675950134,0.43694279160174254,91.98678549477566,0.1
29,0.00013662494773254553,0.4668098114426325,91.75245851259987,0.1
30,0.00015832376889068545,0.4342380774556015,92.04440688383528,0.1
