epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.016009847513490955,1.831300366195932,35.98647818070068,0.9
2,0.01295136262072046,1.4111045551358665,46.6541180086048,0.9
3,0.009551531363889415,1.0162411310515964,61.47818070067609,0.9
4,0.006869933765871232,0.9869147396263493,66.78703134603565,0.9
5,0.005321497698762434,0.7076357318055212,76.76321450522434,0.9
6,0.00426637405653164,0.6263405179127493,81.01567301782421,0.9
7,0.0035042439243893955,0.5120630762514046,84.9339274738783,0.9
8,0.0030068870969110076,0.5108772446644695,84.79947756607253,0.9
9,0.002544188799845661,0.4012873226979355,89.3899815611555,0.9
10,0.0022129771700923353,0.3807215793189932,90.00460971112477,0.9
11,0.0019375065742994826,0.34681923109545765,91.46819299323909,0.9
12,0.0016879609353843503,0.3451532869157281,91.34142593730793,0.9
13,0.0015128109531045433,0.3614256272084448,91.74093423478796,0.9
14,0.0013282511839237193,0.32831917266282995,91.82928703134604,0.9
15,0.0011946001786824626,0.42356923319623746,90.78826060233558,0.9
16,0.0010857301142990652,0.3620454158677451,91.98678549477566,0.9
17,0.00096037139455549,0.3910022599607724,91.89459127228027,0.9
18,0.0009071153745358075,0.37423901478791427,92.29025814382298,0.9
19,0.0007909264159893232,0.39954142696518946,91.99446834665028,0.9
20,0.000741373219549158,0.3910240778251887,91.99062692071297,0.9
21,0.0006945764909018716,0.4156794633027155,91.98678549477566,0.9
22,0.0005943019535552046,0.45599642016804137,91.5680700676091,0.9
23,0.0005945965864214024,0.42882593936838104,92.08666256914567,0.9
24,0.0005649807903492196,0.4494537548119112,91.5219729563614,0.9
25,0.000512083742263829,0.4434212694595984,92.58988936693301,0.9
26,0.0004336857808025414,0.4665541475948997,92.14812538414259,0.9
27,0.00043369158862829985,0.45455506247981753,92.48617086662568,0.9
28,0.0004122599298486853,0.45551556257213927,92.47080516287646,0.9
29,0.00040356249128314594,0.5177525999213408,91.94837123540258,0.9
30,0.0003632137292957223,0.47208662332020146,93.03933620159803,0.9
