epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.015149784201718565,1.3667176802904237,50.4379225568531,0.4
2,0.006705502121031642,0.5565009272457562,82.72894898586355,0.4
3,0.003524349439752247,0.38188273612164836,88.34511370620774,0.4
4,0.0026379889560855267,0.4248589015695751,86.7701290719115,0.4
5,0.002207061009602349,0.3133081800745687,90.66917639827903,0.4
6,0.0018396832759096837,0.29522777966509295,91.42977873386602,0.4
7,0.0015627675828164243,0.30777523542520235,91.22234173325138,0.4
8,0.0013611336095825319,0.2888568296121833,91.79855562384758,0.4
9,0.0011384528438102143,0.28414212023471863,92.01367547633681,0.4
10,0.0009632800171819423,0.2927809221728418,92.0098340503995,0.4
11,0.0008150721559746764,0.3156674953055074,91.77166564228642,0.4
12,0.0006836989862485051,0.3380082803924317,91.56422864167179,0.4
13,0.0005748390195518539,0.3463067973253547,91.57959434542101,0.4
14,0.0005164193285715271,0.3517760726375381,91.6602642901045,0.4
15,0.0004710884920996228,0.3748526318203692,91.26459741856176,0.4
16,0.00041532488798335564,0.3659865819535962,91.7140442532268,0.4
17,0.0003601291362678135,0.39371282041768907,91.36063306699447,0.4
18,0.00030542619345339195,0.38892418838529114,91.96373693915181,0.4
19,0.00029682819599857735,0.3776419861740178,92.01751690227412,0.4
20,0.000273521858515226,0.4122386233676191,92.13660110633067,0.4
21,0.00025525751853018754,0.4045168396586938,92.11739397664412,0.4
22,0.000208660534789766,0.443883740542927,92.04056545789797,0.4
23,0.0002044566218786344,0.44397465260979874,91.72172710510141,0.4
24,0.0001912789563377169,0.45089609606836056,91.81007990165949,0.4
25,0.0001870750983749287,0.44178039102958766,91.72556853103872,0.4
26,0.0001757151199570517,0.4670524192720963,91.76782421634911,0.4
27,0.00015334993179495513,0.4976616445024393,91.53349723417332,0.4
28,0.0001505827825832389,0.45506877289568637,91.77166564228642,0.4
29,0.0001378164907535929,0.47604252300016264,91.6602642901045,0.4
30,0.0001338341091329117,0.4715391187193061,91.77550706822373,0.4
