Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.54621611328125,42.42,9.125795364379883,9.125795364379883
2,1.4081668334960937,48.04,9.075387954711914,18.201183319091797
3,1.3526671875,50.98,8.851159572601318,27.052342891693115
4,1.317063983154297,51.48,9.081584453582764,36.13392734527588
5,1.2146974182128907,54.53,8.716613292694092,44.85054063796997
6,1.1315360778808594,57.74,9.05837345123291,53.90891408920288
7,1.0931887084960938,59.21,8.91683554649353,62.82574963569641
8,1.0374102416992188,60.63,9.092897176742554,71.91864681243896
9,1.0059180297851562,63.09,8.927371740341187,80.84601855278015
10,1.0118392150878905,62.47,9.122058391571045,89.9680769443512
11,0.9626520446777344,63.63,8.927152872085571,98.89522981643677
12,1.0004854064941406,63.39,8.740892887115479,107.63612270355225
13,0.9391904724121094,64.43,9.41154146194458,117.04766416549683
14,0.9472420776367187,64.38,8.8723886013031,125.92005276679993
15,0.8559241943359375,67.14,8.818975925445557,134.73902869224548
16,0.8704471374511719,66.99,8.915897846221924,143.6549265384674
17,0.8361819213867188,67.79,8.919347047805786,152.5742735862732
18,0.8218356750488282,68.29,9.074065208435059,161.64833879470825
19,0.8590152526855469,67.59,8.875506401062012,170.52384519577026
20,0.7970313659667969,69.32,8.943106174468994,179.46695137023926
21,0.8165413757324219,69.5,9.57028079032898,189.03723216056824
22,0.7789245361328125,70.34,9.045776844024658,198.0830090045929
23,0.829382470703125,69.27,9.009079217910767,207.09208822250366
24,0.7928339111328125,70.57,9.131383895874023,216.22347211837769
25,0.8173879760742188,70.79,8.941524505615234,225.16499662399292
26,0.7972809326171875,70.97,9.157665014266968,234.3226616382599
27,0.8247249206542969,69.86,9.220841884613037,243.54350352287292
28,0.8381011474609374,70.2,9.018480062484741,252.56198358535767
29,0.8649422729492188,69.3,8.950938940048218,261.5129225254059
30,0.8699691528320312,70.38,8.80874490737915,270.32166743278503
31,0.9618614074707031,69.04,8.991893529891968,279.313560962677
32,0.9681744079589844,71.36,9.005616903305054,288.31917786598206
33,0.8961830810546875,71.15,9.465397596359253,297.7845754623413
34,0.9757566711425781,71.07,8.935303211212158,306.71987867355347
35,1.0321896850585937,70.31,9.020431995391846,315.7403106689453
36,1.013920684814453,71.12,8.733967781066895,324.4742784500122
37,1.1248350830078124,70.76,9.126874685287476,333.6011531352997
38,1.11454521484375,71.57,8.833984375,342.4351375102997
39,1.1678361145019531,71.76,10.377467632293701,352.8126051425934
40,1.1966933776855468,71.15,8.892417907714844,361.7050230503082
41,1.0971728576660156,71.49,9.021972894668579,370.7269959449768
42,1.167110595703125,71.62,8.935614109039307,379.6626100540161
43,1.2189964294433593,72.38,8.85280179977417,388.5154118537903
44,1.1614013916015624,72.43,8.844683408737183,397.36009526252747
45,1.2534816528320312,71.92,10.377796411514282,407.73789167404175
46,1.2609261474609375,72.81,8.977794885635376,416.7156865596771
47,1.3544801147460936,73.04,8.634995460510254,425.3506820201874
48,1.3554403930664063,71.99,9.078080177307129,434.4287621974945
49,1.2443828918457032,72.15,8.822185754776001,443.2509479522705
50,1.3131119506835938,70.57,9.05522346496582,452.3061714172363
