Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.5075442138671875,44.28,9.6921865940094,9.6921865940094
2,1.410727490234375,48.43,8.894793033599854,18.586979627609253
3,1.2894121520996094,53.63,8.956408977508545,27.543388605117798
4,1.2980130554199218,53.02,9.383692264556885,36.92708086967468
5,1.1629704040527344,58.01,9.752066850662231,46.679147720336914
6,1.0735358154296875,61.34,8.977355480194092,55.656503200531006
7,1.0629110473632812,61.53,9.211079120635986,64.86758232116699
8,0.9916010986328125,64.18,8.981168746948242,73.84875106811523
9,0.9775498596191406,65.56,8.67371654510498,82.52246761322021
10,0.9745474243164063,65.32,9.019111156463623,91.54157876968384
11,0.9078851806640625,67.63,9.875401973724365,101.4169807434082
12,0.8763398620605469,68.86,8.867428541183472,110.28440928459167
13,0.8775325378417969,69.43,8.63593602180481,118.92034530639648
14,0.8286226989746094,71.03,9.79179859161377,128.71214389801025
15,0.8222325744628907,71.01,8.735732316970825,137.44787621498108
16,0.8523927429199218,70.66,8.761781930923462,146.20965814590454
17,0.7915609313964844,72.47,8.660622119903564,154.8702802658081
18,0.7605714172363282,73.31,9.075247287750244,163.94552755355835
19,0.7527191589355469,74.5,9.462481498718262,173.4080090522766
20,0.7753238220214844,73.59,8.88017463684082,182.28818368911743
21,0.7393498840332031,75.37,8.842437028884888,191.13062071800232
22,0.7595937561035156,74.22,8.924618244171143,200.05523896217346
23,0.7509397888183593,75.08,9.6026029586792,209.65784192085266
24,0.762219775390625,74.99,9.181246519088745,218.8390884399414
25,0.7337033203125,76.04,9.069720983505249,227.90880942344666
26,0.7483840759277344,76.08,9.064762115478516,236.97357153892517
27,0.7884040832519531,75.39,9.374542236328125,246.3481137752533
28,0.79011591796875,74.78,9.179420709609985,255.52753448486328
29,0.8021348327636719,74.96,9.002594470977783,264.53012895584106
30,0.8215936340332032,75.9,9.002058029174805,273.53218698501587
31,0.7723509399414062,77.34,9.431823492050171,282.96401047706604
32,0.8209209838867187,76.48,8.958302021026611,291.92231249809265
33,0.853137060546875,76.49,9.149815559387207,301.07212805747986
34,0.8646939575195313,76.86,9.230910301208496,310.30303835868835
35,0.8914927368164063,76.63,9.318186521530151,319.6212248802185
36,1.0011416076660156,75.81,8.985961675643921,328.6071865558624
37,1.0068766052246094,74.94,9.13751745223999,337.7447040081024
38,1.0372395935058594,76.06,9.161617040634155,346.9063210487366
39,0.9825334838867188,77.25,9.273859024047852,356.1801800727844
40,1.0881362854003906,76.44,8.95014500617981,365.13032507896423
41,1.0511508239746095,75.54,8.854318380355835,373.98464345932007
42,1.1709627624511718,76.65,9.205620527267456,383.1902639865875
43,1.1755305358886718,75.43,9.179562330245972,392.3698263168335
44,1.17536865234375,76.86,8.869232892990112,401.2390592098236
45,1.254109051513672,76.75,8.81661581993103,410.05567502975464
46,1.2273140258789061,76.78,9.02022123336792,419.07589626312256
47,1.2608030212402344,76.68,9.186562776565552,428.2624590396881
48,1.2449866821289062,76.56,9.111467599868774,437.3739266395569
49,1.3500560363769532,76.85,9.226608514785767,446.60053515434265
50,1.3220660888671876,76.03,9.448222398757935,456.0487575531006
