Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.50505625,43.83,9.320701599121094,9.320701599121094
2,1.3538463500976563,50.04,9.613385200500488,18.934086799621582
3,1.2632255920410156,54.32,8.980678796768188,27.91476559638977
4,1.2312028381347657,55.31,9.095552444458008,37.01031804084778
5,1.1045626647949218,60.26,9.280513525009155,46.290831565856934
6,1.0325103454589843,62.7,9.1159827709198,55.40681433677673
7,1.0081992736816405,63.86,9.24485468864441,64.65166902542114
8,0.9389109558105468,66.21,9.035645961761475,73.68731498718262
9,0.9429054138183594,66.8,9.14673662185669,82.8340516090393
10,0.9102509521484375,67.81,9.314874410629272,92.14892601966858
11,0.8964615966796875,67.9,9.406777381896973,101.55570340156555
12,0.8933857604980469,68.95,9.095866203308105,110.65156960487366
13,0.85551591796875,70.61,8.922189950942993,119.57375955581665
14,0.7965048889160157,72.33,9.329959630966187,128.90371918678284
15,0.7776322265625,72.75,9.983587980270386,138.88730716705322
16,0.8591464172363281,71.13,9.20918607711792,148.09649324417114
17,0.7713232604980469,73.58,8.852154970169067,156.9486482143402
18,0.7296500549316406,74.3,9.150104522705078,166.0987527370453
19,0.7403626708984375,74.59,9.10820460319519,175.20695734024048
20,0.7242939758300782,75.16,9.138235330581665,184.34519267082214
21,0.7136975219726562,75.99,8.920035362243652,193.2652280330658
22,0.7627539184570312,74.15,9.242668867111206,202.507896900177
23,0.7415022155761719,75.36,8.934235095977783,211.44213199615479
24,0.7394498779296875,75.91,9.274549961090088,220.71668195724487
25,0.7857809509277344,75.1,9.27315902709961,229.98984098434448
26,0.700616552734375,77.54,9.221079349517822,239.2109203338623
27,0.7400593566894531,77.16,9.272308588027954,248.48322892189026
28,0.7701966369628906,76.28,8.801440000534058,257.2846689224243
29,0.8196178771972656,74.72,9.130405902862549,266.41507482528687
30,0.849885009765625,76.43,9.387804985046387,275.80287981033325
31,0.8121349975585938,76.73,9.238654136657715,285.04153394699097
32,0.8260608703613281,77.5,8.81471872329712,293.8562526702881
33,0.868658056640625,77.58,9.35535478591919,303.2116074562073
34,0.8996763610839844,77.51,9.18688178062439,312.39848923683167
35,0.8839533264160157,77.26,9.20906138420105,321.6075506210327
36,0.9415839782714843,77.33,9.027838230133057,330.63538885116577
37,1.1692985290527345,74.23,9.013063907623291,339.64845275878906
38,1.0548233703613281,77.57,8.843597888946533,348.4920506477356
39,1.0356490112304688,77.51,8.893884658813477,357.3859353065491
40,1.2201088317871094,76.7,8.919876337051392,366.30581164360046
41,1.0860206481933594,77.52,9.226909399032593,375.53272104263306
42,1.1320776489257813,77.67,8.906720399856567,384.4394414424896
43,1.1295657287597656,77.68,9.160223484039307,393.59966492652893
44,1.232456298828125,76.91,9.094213247299194,402.6938781738281
45,1.2216937561035157,77.25,8.970623970031738,411.66450214385986
46,1.4005567993164063,75.46,9.030423641204834,420.6949257850647
47,1.171616229248047,77.37,9.344375848770142,430.03930163383484
48,1.2415476501464844,78.52,9.098673105239868,439.1379747390747
49,1.341898486328125,77.82,9.306128978729248,448.44410371780396
50,1.255130841064453,76.56,9.230157613754272,457.6742613315582
