Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.5465075927734375,42.49,8.698544979095459,8.698544979095459
2,1.4109311279296874,47.94,9.99389934539795,18.692444324493408
3,1.3483642333984376,51.08,8.49954867362976,27.19199299812317
