Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.8016112426757813,34.6,9.537327289581299,9.537327289581299
2,1.678020654296875,36.66,8.64185905456543,18.17918634414673
3,1.6350403076171875,39.83,8.745842218399048,26.925028562545776
4,1.6020119750976562,41.27,8.836419820785522,35.7614483833313
5,1.4979810180664062,44.44,8.86542797088623,44.62687635421753
6,1.4457472290039062,47.97,9.162784337997437,53.789660692214966
7,1.4115140747070312,47.55,9.001121520996094,62.79078221321106
8,1.387173388671875,49.41,9.098179340362549,71.88896155357361
9,1.3576654052734376,50.43,8.839960813522339,80.72892236709595
10,1.3373965393066407,50.46,8.76130747795105,89.490229845047
11,1.3089183715820312,52.23,8.908745288848877,98.39897513389587
12,1.3019704711914062,51.66,8.772197246551514,107.17117238044739
13,1.2812227416992188,52.38,9.17372751235962,116.344899892807
14,1.2898610595703126,53.08,8.91864275932312,125.26354265213013
15,1.251242364501953,52.51,8.979806423187256,134.24334907531738
16,1.2232784851074219,54.65,8.771018266677856,143.01436734199524
17,1.214140234375,55.38,8.859514236450195,151.87388157844543
18,1.2007663513183593,54.29,9.51302433013916,161.3869059085846
19,1.235036993408203,54.17,8.946996927261353,170.33390283584595
20,1.1776350524902344,56.51,9.12248420715332,179.45638704299927
21,1.2109514892578126,56.72,9.117098331451416,188.57348537445068
22,1.2015821716308595,55.77,9.2558012008667,197.82928657531738
23,1.2038504760742188,55.18,9.154373168945312,206.9836597442627
24,1.2052898559570313,55.23,10.77950930595398,217.76316905021667
25,1.180770819091797,56.72,8.780815601348877,226.54398465156555
26,1.2557108520507811,55.08,9.096385955810547,235.6403706073761
27,1.200194189453125,56.65,8.92492938041687,244.56529998779297
28,1.231352197265625,56.96,9.036828994750977,253.60212898254395
29,1.3203981689453126,54.63,9.020502805709839,262.6226317882538
30,1.328133349609375,55.89,10.466161251068115,273.0887930393219
31,1.3428286743164062,57.13,8.788018941879272,281.8768119812012
32,1.3575975463867187,55.22,8.948509693145752,290.8253216743469
33,1.4151098510742188,55.44,8.653797388076782,299.4791190624237
34,1.4097261962890626,55.66,8.814356803894043,308.29347586631775
35,1.42591201171875,56.14,8.77888011932373,317.0723559856415
36,1.5236408203125,56.56,9.237579345703125,326.3099353313446
37,1.5173323486328125,55.08,8.843815326690674,335.1537506580353
38,1.4986472778320312,55.61,9.079166650772095,344.2329173088074
39,1.5612779296875,55.93,9.241233587265015,353.4741508960724
40,1.6623530151367187,53.96,8.953674077987671,362.42782497406006
41,1.6209438598632813,56.08,8.526714086532593,370.95453906059265
42,1.650127099609375,56.16,10.368003845214844,381.3225429058075
43,1.7204252563476563,55.13,8.924317121505737,390.24686002731323
44,1.68284482421875,55.51,8.528633117675781,398.775493144989
45,1.6632982543945312,55.88,8.602455139160156,407.37794828414917
46,1.7099278442382813,55.67,8.732836723327637,416.1107850074768
47,1.7178748168945313,54.98,8.503571510314941,424.61435651779175
48,1.807974853515625,53.52,8.803464651107788,433.41782116889954
49,1.9501410766601563,56.02,8.567359447479248,441.9851806163788
50,1.6934568115234374,53.39,8.586270570755005,450.5714511871338
