Epoch,Test Loss,Test Accuracy, Time, Cumulative Time
1,1.7295434692382812,39.51,9.395167112350464,9.395167112350464
2,1.5803770263671875,44.88,8.8389892578125,18.234156370162964
3,1.524228759765625,46.1,8.929837703704834,27.163994073867798
4,1.4503788452148438,49.57,8.846993207931519,36.010987281799316
5,1.3404675415039062,54.41,9.229862928390503,45.24085021018982
6,1.3018368530273436,56.48,9.025757551193237,54.26660776138306
7,1.2590248046875,57.03,9.2562255859375,63.52283334732056
8,1.2040031860351563,58.5,8.815691471099854,72.33852481842041
9,1.1962599914550782,59.56,9.305718660354614,81.64424347877502
10,1.1809446472167968,59.7,9.003498792648315,90.64774227142334
11,1.1585572326660156,60.81,8.997402667999268,99.64514493942261
12,1.1276810485839843,59.72,9.19038724899292,108.83553218841553
13,1.1130872619628907,60.43,8.801028490066528,117.63656067848206
14,1.0731603210449219,62.53,8.821407794952393,126.45796847343445
15,1.0728383056640625,61.94,9.087219476699829,135.54518795013428
16,1.0444439208984375,63.44,8.879032135009766,144.42422008514404
17,1.0544246826171875,62.42,8.79169511795044,153.21591520309448
18,1.0265829650878906,63.29,9.08319902420044,162.29911422729492
19,1.0472947998046875,63.52,9.111096620559692,171.41021084785461
20,1.0242940856933593,64.76,8.775395631790161,180.18560647964478
21,1.0440095764160156,65.19,9.10268235206604,189.28828883171082
22,1.0186192749023437,65.32,8.989165782928467,198.27745461463928
23,1.02332236328125,64.81,8.946057081222534,207.22351169586182
24,1.008812957763672,63.77,8.891866207122803,216.11537790298462
25,1.003796856689453,65.29,9.815946578979492,225.9313244819641
26,0.9997719848632812,65.39,8.59344220161438,234.5247666835785
27,1.0428741821289063,65.92,8.7834792137146,243.3082458972931
28,1.0700203979492187,64.3,8.795389652252197,252.1036355495453
29,1.09347431640625,64.37,8.683102369308472,260.78673791885376
30,1.1013234008789063,64.25,8.711625576019287,269.49836349487305
31,1.1323780212402343,64.63,8.621679306030273,278.1200428009033
32,1.1527022583007813,64.71,9.009738683700562,287.1297814846039
33,1.2149727478027343,63.32,8.586527347564697,295.7163088321686
34,1.1926394653320314,64.36,8.697513818740845,304.4138226509094
35,1.26268935546875,63.52,8.730244159698486,313.1440668106079
36,1.347859326171875,64.89,8.724436044692993,321.8685028553009
37,1.2972220336914062,63.57,8.665636539459229,330.53413939476013
38,1.3824821655273438,62.59,8.677206993103027,339.21134638786316
39,1.4320875366210937,63.93,8.868751764297485,348.08009815216064
40,1.4074110717773438,64.73,8.757262945175171,356.8373610973358
41,1.4626607299804688,62.59,8.714615821838379,365.5519769191742
42,1.4629647583007812,64.49,8.649930477142334,374.2019073963165
43,1.5235183471679687,64.13,8.642611265182495,382.844518661499
44,1.6149648071289062,63.9,8.753476858139038,391.59799551963806
45,1.81648046875,62.57,8.833266973495483,400.43126249313354
46,1.5233166625976562,63.77,8.560038328170776,408.9913008213043
47,1.4558032348632812,63.37,9.419049978256226,418.41035079956055
48,1.6309296752929687,62.2,8.806581258773804,427.21693205833435
49,1.617014599609375,64.47,9.426401615142822,436.6433336734772
50,1.55211435546875,61.19,8.790784358978271,445.43411803245544
